id;Pocket;Table;Turn;River
38374;qh6s;;;
38376;4c9s;;;
38378;3dks;8hqs9h;;
38380;2s6d;;;
38385;3h3s;2d7h4h;ts;
38387;7h2c;;;
38389;5h2s;;;
38390;7sad;tc5c2h;td;2c
38391;jd4h;9cadts;4c;6d
38392;kc2d;ad3sth;4c;ks
38393;9c6s;jd7ckc;;
38394;2sqc;;;
38396;5d6s;qd5h6c;4s;7s
38397;2djh;;;
38400;3d8s;;;
38403;js6h;3h3s2s;;
38405;tcas;qc6c4d;;
38407;9h8d;5h8c2s;8s;kh
38409;3hjs;;;
38411;kd9h;8c4sjc;;
38412;3sah;;;
38417;qcjh;3c6cas;;
38419;3sah;;;
38421;2skh;;;
38423;4c5h;5s6s8d;;
38425;7h2d;;;
38426;6c8h;8d5h4c;;
38427;6skd;4skh4d;6d;qs
38429;5std;;;
38436;6std;7c3s4d;jd;kh
38438;4d2h;;;
38439;ah3s;;;
38441;5h7d;5d8cks;3d;6c
38443;5c6s;5h3h2s;jh;8c
38445;td4h;asqsth;9d;kc
38446;ac3d;;;
38447;8h8d;6hjs7h;ts;
38449;th8d;6d6s9h;9c;
38452;ks8h;;;
38453;9hjd;3ckhks;;
38455;7c4s;;;
38456;4c3d;;;
38457;thjc;7s3c5s;;
38459;td5s;;;
38461;7s8c;qc4cjh;;
38462;9ckh;;;
38463;2h9s;;;
38464;5c5d;;;
38465;ac5s;3sad5h;6h;6c
38466;4c9h;;;
38469;4sjh;;;
38470;9ckd;2h6d4c;;
38471;5s4d;;;
38473;9dqs;2d3htc;td;2c
38476;6c7d;;;
38478;6d8s;;;
38479;jc5d;8d2s3s;;
38481;js3d;jd2hqd;3c;as
38486;4sjh;;;
38487;5d7h;2sah3d;;
38489;ks7d;tsjh4d;;
38490;js4h;;;
38492;kdas;;;
38497;jd5c;thks3h;4d;jc
38498;2d3h;8cad5s;6c;
38499;thqc;kc4d5c;;
38501;khad;5c7cts;6d;7h
38502;jdkc;2ckd9h;7d;3c
38503;5hkc;6cas3h;6d;6h
38505;qdks;9s7sjd;2h;
38506;jc9s;;;
38507;jd4c;3skd9c;4h;
38508;th4d;;;
38509;actd;7d5c3d;ks;
38513;qd9c;6s4hkd;9d;
38514;6h6s;;;
38515;4dts;;;
38517;9h9s;;;
38520;4skc;qc3cac;;
38521;4c9s;;;
38525;kc7s;;;
38526;jh3c;;;
38528;7h3c;;;
38529;5dac;qctc9d;7s;
38530;qh6c;3ctd3s;;
38531;qs4h;7d5c8s;;
38534;td4c;;;
38535;9s9d;;;
38537;8d6h;;;
38539;2d5c;;;
38540;as7d;;;
38542;kdac;ks6s5c;7h;2d
38543;jstd;6h3dkh;7d;
38548;tckh;;;
38549;7s7h;jd4c6s;6c;4d
38552;ts7c;;;
38556;jsac;;;
38559;jc4h;;;
38563;thkd;;;
38565;td6c;;;
38566;2d9s;;;
38567;kcad;2hqcjs;4c;8s
38569;8cks;;;
38571;ks6h;2s2hqs;2d;
38573;7sah;9cqd5d;;
38575;9hkc;2c4c2s;as;qc
38577;4h2s;;;
38579;7h9d;;;
38581;7hjd;ah5sth;9h;
38582;4d7s;;;
38585;kh7s;;;
38591;kc3h;;;
38592;ksjc;jskh3d;9s;
38593;6s5d;9djcjs;;
38594;qd7h;qh3d6c;;
38595;5dth;6h2c9h;;
38601;5c2s;;;
38602;9h3c;;;
38603;9hjd;kh7stc;;
38604;3d5c;;;
38605;4dks;;;
38606;qh9s;ah5hkh;ks;4h
38607;7h3s;;;
38608;4dkc;4s4c6c;;
38614;4h8c;;;
38615;3c2h;;;
38618;5s3d;;;
38619;2s9c;;;
38621;4sjd;7d9hqc;ks;
38622;8dkc;6d5d4h;as;kh
38623;8c9d;qh7d9c;kc;qs
38625;7h2d;;;
38626;adqh;;;
38627;qd6c;;;
38629;tcad;3h4skd;;
38630;5c4d;;;
38631;8d4h;qd2cjd;;
38633;6c5s;;;
38639;adtc;jh7h5c;;
38641;5h6d;;;
38645;4d5s;;;
38646;4sjc;;;
38648;3c9d;;;
38649;2c4h;;;
38651;4s9h;ks6cqc;9c;9s
38652;2d9h;;;
38653;9h7d;;;
38655;tdjs;;;
38657;6cqh;;;
38661;2h4c;;;
38663;tcjs;;;
38666;js3d;;;
38667;2s3d;;;
38669;qs9c;;;
38675;ah5d;7c3cjc;7h;ks
38676;3hkc;;;
38681;6h2s;;;
38682;7dtc;;;
38684;3c3d;3sks8c;8d;9s
38687;6s4h;;;
38691;6djh;;;
38692;tsqh;;;
38694;3h3d;;;
38695;kc2h;;;
38696;3c5h;;;
38698;jhts;8dqc7d;jd;as
38699;qc8h;;;
38701;qc8s;khjctd;6h;ah
38702;th8d;;;
38703;5sqc;;;
38704;kdjc;;;
38705;7d5c;2hkctd;5h;kh
38706;6cks;;;
38707;2d2s;4sqc4d;as;
38708;4dtc;;;
38712;td2s;;;
38713;8d5s;;;
38715;7djh;;;
38717;3h8d;;;
38719;3d2s;;;
38720;5c3s;;;
38721;2dkh;ad3hqd;;
38724;js3h;;;
38725;8c9s;astsac;8d;8h
38728;4c7h;;;
38729;2c9s;;;
38730;8dtc;;;
38732;6d6s;9d7d7h;ad;3c
38733;tdjh;;;
38735;3c3h;;;
38737;4cqs;9dts3c;ks;2c
38739;jd3c;;;
38740;4h3c;;;
38741;3c7h;;;
38742;7sad;;;
38744;2s6d;;;
38745;7c8s;tcqc2h;;
38747;6cqh;3stc8s;9d;
38753;td6c;;;
38756;9h3s;;;
38757;jh8c;;;
38758;5d2s;;;
38759;2d6c;;;
38761;7c4d;;;
38762;4d8c;;;
38765;kc6h;;;
38767;4dtc;;;
38768;2d5s;;;
38770;7h4d;;;
38772;3cjs;;;
38773;2s6d;;;
38774;7d7s;;;
38775;3h8c;;;
38776;8d2s;;;
38777;8s5d;;;
38779;8h9c;9hjh5d;jc;ad
38781;7ckh;;;
38783;2d2h;;;
38784;jc9s;9c5d2h;;
38785;4skc;;;
38791;9h4s;;;
38793;5c3h;;;
38794;7s6h;;;
38795;kd9h;2s9d7c;;
38796;6dkc;;;
38801;4c5s;;;
38806;4s8c;;;
38809;6d2h;;;
38810;ts2h;;;
38815;td7h;3cacas;kd;8c
38816;8d3c;;;
38820;9h2d;;;
38821;3hjc;qh2c7h;2h;7s
38824;6s6d;;;
38827;qd8c;;;
38829;6hkc;;;
38832;5s3h;;;
38835;th8d;6c5h2d;;
38839;qc9h;;;
38841;3cjd;ah6hqd;7h;3h
38842;9s3c;;;
38845;3hjc;;;
38847;7d5h;;;
38848;ad9h;;;
38849;3h8s;;;
38850;jdac;5h9s9d;;
38854;8s3c;;;
38855;8s8c;2h3sth;6h;qd
38857;ahks;3h7cqs;;
38860;3h7s;;;
38861;9d4h;;;
38863;9cth;qc6d5s;;
38864;jsad;;;
38865;8d2h;;;
38866;5s2d;;;
38867;7ctd;;;
38869;8c7h;;;
38874;kd9s;;;
38877;3d8s;;;
38879;6s5h;;;
38881;2d9s;;;
38883;ks2d;8sth5h;;
38885;qd8s;;;
38887;jd6c;;;
38888;2d4s;;;
38889;9d5c;;;
38890;7c3s;;;
38891;5sah;qc3dqh;kh;4s
38892;ac2s;;;
38893;jdqs;6hastd;;
38895;qhtc;6s9h9d;;
38897;qdah;;;
38899;qh7c;;;
38901;kh4d;;;
38905;as9h;;;
38906;askd;;;
38907;2sac;;;
38908;9d2s;;;
38911;qsad;7h8cts;2c;as
38913;5h2d;;;
38914;6dkc;;;
38915;6h6s;;;
38917;4cjh;;;
38920;4c3s;;;
38921;7s3h;5s6d2c;6s;
38923;thks;;;
38924;ahqd;;;
38925;tc2s;4c5c3h;3s;
38927;kdqs;4c9cth;7h;
38931;5h4c;;;
38932;tc9s;;;
38937;8c9d;2h5c4d;kd;7s
38940;3c5d;;;
38941;4d2s;;;
38945;4c9h;;;
38949;3d8h;;;
38950;5h2s;;;
38951;3sjd;;;
38953;qdqc;;;
38956;9s9d;;;
38957;3s9d;;;
38959;5d3s;7dthts;kd;7c
38960;5sad;8s5c8d;3d;qh
38963;2c9s;;;
38965;ac7s;9s5s7d;8h;jc
38967;6h3s;;;
38971;3ckd;9d3hjd;5s;ah
38976;jstd;ah8hqc;6s;3d
38977;5s3c;astc8s;ts;
38978;thkc;acqdjd;4d;6c
38979;4stc;;;
38982;4sth;;;
38983;9h9s;3dthtd;4d;8d
38985;9hjc;qs8c2h;6c;
38990;3c6d;;;
38993;9skd;qh2c5c;tc;
38994;4s8h;;;
38996;ts3d;;;
38999;5cas;;;
39000;9h2d;;;
39001;9h6s;;;
39004;2hjc;;;
39006;3h8c;;;
39007;8dqc;8sjhjd;;
39008;js4h;;;
39009;8s3c;;;
39011;6d9s;;;
39012;th2s;;;
39014;5d2s;;;
39016;8sth;3s8h5c;3c;8c
39017;5h7d;ts2h2d;ac;6c
39018;3s8d;;;
39019;8had;4cqcks;2d;
39020;kh5s;;;
39021;qsah;7c9dqd;;
39023;8cqs;;;
39026;2h5s;;;
39031;4h7d;;;
39032;7h2s;;;
39033;th4d;kskctc;;
39035;qc9d;7cts2h;ad;
39038;4s9c;;;
39039;4c7h;khqd5c;8h;
39041;4s7d;;;
39042;8cjd;;;
39043;kdth;jdqh4s;3c;
39045;qc4h;;;
39047;js9c;;;
39048;7c7d;;;
39050;4h9s;;;
39053;3h8d;;;
39055;jdth;3sqd6s;8h;as
39058;3has;;;
39060;ts9d;;;
39061;8h4s;;;
39063;6d6s;tsadjd;;
39065;8s5h;9s4dad;jh;4c
39067;kdqc;;;
39068;jhts;5s9c9s;4s;7d
39070;3s6h;;;
39071;jh3d;;;
39072;3das;;;
39073;7sad;5htc2c;;
39075;3h4s;qd8s4d;ad;
39077;6h2d;;;
39078;ahad;;;
39079;2d9s;;;
39081;kh5c;;;
39083;4d3h;5cqs2d;3d;2h
39093;jh4s;8skdqs;6c;jd
39094;9hqc;;;
39095;6hjc;ahqs6d;4s;9h
39096;5d2h;;;
39099;2h6c;;;
39100;2d4c;;;
39101;kh7d;3cjs2c;7s;ts
39104;3c5s;;;
39105;qd7s;;;
39107;2c6s;;;
39108;ac7d;;;
39109;3s3c;jh9dth;tc;8s
39110;7d4h;;;
39112;4s3c;;;
39113;5hqc;;;
39114;4dac;;;
39115;4cqh;kdjs7s;;
39117;as9c;3h3d5s;;
39120;3c4s;;;
39123;8cth;qckhtd;7s;
39125;6h8s;5cjc7d;;
39129;5h9c;;;
39133;ks9d;5ckc2d;;
39137;3d9h;;;
39139;js2d;;;
39141;qs7d;4dadts;;
39142;5hts;;;
39143;5dkc;qsjc6d;3h;
39145;ks9h;8c2cjh;9s;7h
39148;js2h;;;
39149;kcjd;2s8had;kh;4h
39154;3djh;;;
39155;ahqs;th5dts;8h;kd
39157;ah5d;7h2c5c;;
39159;4h6d;9d6sqc;9c;ks
39161;5cqd;;;
39162;ksqc;;;
39163;3hkd;th8c9h;;
39166;6hks;qs4dqh;kc;2c
39167;ac8d;qd9d7c;6d;2s
39169;ts5c;6sqc6d;;
39170;3d2h;;;
39171;qd7h;;;
39172;2das;4cjc5d;kd;6d
39177;7hac;5sjsqh;ah;5d
39181;7h9c;;;
39182;2h6c;;;
39183;7dqc;;;
39184;kd6c;kcts9s;ac;qd
39187;jh3s;;;
39192;thtd;;;
39193;8d6c;tcjh8s;as;js
39194;jsjd;;;
39197;7cqh;;;
39198;5s2d;;;
39199;7s6h;;;
39201;js9h;;;
39203;5h3s;kh6h2h;;
39204;thjd;;;
39209;8sqd;3s7htc;;
39213;ts7c;8sth3c;ah;2c
39214;3ctd;;;
39216;as9d;7h5s6d;8s;5c
39217;6c6s;;;
39219;as4h;6dkd4s;6c;jh
39223;2s3c;;;
39225;jh9c;;;
39226;3sah;;;
39227;4sjd;;;
39231;5h3c;2cjd6h;;
39232;3d7c;;;
39233;7sjh;;;
39235;9c3d;;;
39237;4sad;khqcas;th;9s
39241;tcjh;;;
39242;3std;;;
39243;kd5s;;;
39245;6d6h;6c4c7h;th;
39247;5s2h;;;
39248;jhqc;jdtd7c;6d;kc
39249;ac2h;;;
39251;jhad;9d8c3h;;
39253;5d2s;;;
39255;6s4d;;;
39256;4c8d;;;
39257;6c3d;5d8cts;4s;4h
39261;ks9d;;;
39263;8s3d;;;
39264;8ckd;;;
39266;7ckd;ks5d5s;8c;2c
39269;jh2d;;;
39271;qd7s;7d2s8s;6c;
39273;8d5c;;;
39277;qskd;js3s6s;7h;
39280;5h3c;;;
39281;5d8h;8sqcad;3c;th
39283;js3h;;;
39284;kcjh;6c4hjc;8h;8c
39285;3c2s;;;
39287;2s3c;;;
39289;kcqd;;;
39290;ahkc;2cqdqc;3h;3d
39291;2c2s;;;
39293;2djs;;;
39294;kd8c;;;
39295;8d4s;7sqd6s;;
39297;8s3h;;;
39299;ks7h;;;
39300;5h2d;;;
39301;tsad;;;
39303;3has;;;
39305;kh9d;;;
39307;4s7d;;;
39309;jd9c;;;
39311;6s5c;asadts;;
39313;7c4h;;;
39315;8sac;;;
39317;7h7d;;;
39319;jcjh;;;
39321;qh6d;3c2d6c;;
39322;jcts;;;
39323;3d4h;5d2d9c;9h;
39324;4dts;;;
39326;3h5c;;;
39327;6d3c;5h5sac;3s;ad
39328;4h3d;;;
39329;4c8s;kh7c5c;;
39330;thts;;;
39331;4h4s;;;
39333;5cqh;;;
39334;4c2d;;;
39335;6h3c;jckd2c;;
39337;6c4d;;;
39340;3h2c;;;
39343;5s2c;;;
39344;2c2h;;;
39345;6cad;;;
39347;4dqh;;;
39348;kh6d;;;
39349;qd6c;;;
39351;8h6s;;;
39354;2c3h;;;
39357;kc9h;;;
39359;qh6d;;;
39364;8h8s;;;
39365;asjh;;;
39366;9hac;;;
39369;6sth;;;
39371;5s8c;qs6cah;;
39376;5d2s;;;
39377;2c8h;;;
39379;adqc;;;
39381;tc5h;;;
39384;9c3d;;;
39385;2d7s;;;
39386;td5c;;;
39387;6d7s;;;
39388;6cas;ad3c9c;kh;2c
39390;askc;tsjcks;;
39392;kh3d;;;
39394;ts4h;;;
39397;7s5c;;;
39401;7s9c;8cac3d;2d;
39402;adqc;3d8cts;8s;jh
39405;8c2s;;;
39407;8d6s;;;
39409;jh5d;8s4cts;;
39411;5c9d;;;
39413;2d8c;;;
39417;4d8c;;;
39419;8h6c;jc4stc;4h;8s
39420;th4s;;;
39421;8s2c;;;
39423;ad2s;;;
39424;3c9h;;;
39427;5c6s;2h4c4h;;
39431;2sjc;;;
39433;5s6h;3hqd4d;;
39434;6h2c;;;
39436;8d8c;3s2s2d;7c;
39437;jc2h;;;
39439;4cks;;;
39441;7dtc;;;
39442;js9h;;;
39446;jsad;;;
39453;3d4s;kh2c9c;;
39454;7s6h;;;
39455;5hjc;;;
39456;2h3c;;;
39457;3dah;;;
39459;3hkc;;;
39460;8s8d;6h8c4s;qd;
39466;kdas;;;
39469;jdtc;;;
39472;2d6s;;;
39473;qc4h;;;
39475;7cqd;8h9d5h;7s;
39476;qh8c;;;
39477;6h3c;;;
39480;ah5d;;;
39481;9hjd;;;
39483;4dkc;2d9c7d;;
39485;td8h;8cjhac;4c;
39488;9h3d;;;
39490;kd6c;;;
39492;js3h;;;
39493;8dqh;;;
39495;9c8h;;;
39497;5cts;;;
39499;5sth;;;
39503;td8s;;;
39506;4d7h;;;
39507;9c7h;;;
39508;3hts;;;
39509;2s3c;;;
39511;4s9c;;;
39512;tcts;;;
39514;9sac;7c9cqh;;
39515;4s5c;;;
39522;2dah;;;
39524;qdjs;;;
39526;as6h;;;
39529;tsqd;;;
39532;4d9h;;;
39534;9cad;;;
39536;2h9c;;;
39538;2cqd;;;
39539;jsqd;;;
39542;ts4d;;;
39544;8c4s;;;
39546;3d4c;3c9s3s;jh;8h
39549;asac;;;
39552;tc6d;;;
39553;2d2s;;;
39555;2h6c;;;
39556;8d5h;th6dqd;;
39557;kd9h;;;
39558;8h7d;jd4cts;;
39560;3s5d;;;
39561;9sqc;;;
39564;kc7s;6h7dks;2h;qc
39565;5d3c;;;
39566;acth;2dts4d;;
39568;5hkd;;;
39569;3sqc;;;
39570;5std;;;
39572;7s2h;;;
39573;4d4c;;;
39574;5ctd;;;
39575;8c2d;;;
39576;td9h;4s8h6s;ah;5d
39579;6s2c;;;
39581;ad9s;7d9c4d;2s;
39582;9sah;6s3das;qh;jh
39585;th4s;;;
39588;3dks;;;
39590;8s2d;;;
39591;ad8c;;;
39594;jsah;qc2cjh;8s;2h
39600;6d4h;;;
39602;ah2d;qd4h3d;;
39604;2hqc;;;
39606;4d9h;;;
39607;7cjs;;;
39608;qc7h;;;
39612;tcqh;4h9ckc;7c;ah
39614;7hkc;;;
39616;qd4s;;;
39617;adkh;;;
39618;5sad;4c2d8h;7h;2h
39620;7sah;kc5c9d;qd;kh
39622;7dts;;;
39623;qcas;;;
39624;7d3h;;;
39627;qs7h;;;
39629;7dks;;;
39631;ah7d;;;
39632;6stc;6dts5d;;
39633;8s9h;;;
39634;js8h;7s5s3s;jc;6s
39635;7c2h;5htd7d;8s;9c
39636;jc6h;;;
39637;kh8s;;;
39638;7c9h;;;
39639;4s5c;;;
39641;8c5h;;;
39644;8h3s;;;
39645;jd3c;2d2sts;ah;4h
39647;tsjh;9casqd;ks;tc
39650;kd9s;5s6h3d;;
39652;9cjh;asqh6d;;
39653;ah4s;;;
39654;9c6h;;;
39655;8d5c;;;
39658;jh6c;;;
39660;tc5d;;;
39661;jsth;8s4cjh;qh;jc
39662;tc9d;ac6hkh;;
39664;4d8h;;;
39666;tsah;4hjs9s;;
39667;jc3h;;;
39668;9h2c;;;
39669;2h4s;3c3s5c;6h;
39670;4d2s;;;
39672;4d3h;5s6hks;7c;8s
39676;9c7d;;;
39677;8c4s;;;
39678;8c3s;;;
39679;4dth;3h8d8c;;
39680;8c8s;ackh6s;;
39682;kc2d;8s4sjd;;
39684;qd6c;;;
39685;3dtc;;;
39686;3hqc;qd4c6d;tc;5c
39688;2d9s;;;
39689;6sqd;;;
39691;qdks;;;
39692;3cqs;;;
39694;2c7s;;;
39696;qc8d;;;
39698;8sjh;;;
39702;2c2d;9h2h4s;th;4h
39705;7h6s;4cqc4h;8h;ts
39708;7cah;2h3c4s;;
39712;8cjh;;;
39713;kcth;as4h3d;;
39718;2c4s;;;
39721;4h5c;;;
39726;3d4s;;;
39730;2c9h;;;
39732;th8d;;;
39734;tc2d;;;
39735;8hac;;;
39736;3h3d;th2c5h;jd;9d
39738;6h8d;;;
39740;3h4s;5h2hqd;as;
39744;7htd;;;
39748;ad6s;;;
39750;5d9c;;;
39751;5h3d;;;
39752;qc9h;4dqs3d;9c;
39754;2h8s;;;
39755;6d3s;8hqdjd;8d;9s
39756;2hqc;;;
39758;kcas;qh7sqc;6s;5c
39759;6h7d;;;
39761;9dah;;;
39763;kh5d;2h4cts;;
39766;7s4c;;;
39768;6std;;;
39771;4dac;qdjc2c;ts;8c
39772;qd4h;;;
39774;4sqh;;;
39776;khks;4djc4h;;
39777;8d9c;;;
39778;ts5d;;;
39779;kc9h;;;
39780;8cqs;;;
39781;3h4c;;;
39784;5hkd;;;
39785;qh8d;;;
39786;4hjs;;;
39787;js2h;;;
39789;5c4d;;;
39791;6sah;5h8h3h;;
39792;qc2s;5djd7d;;
39793;8cad;;;
39794;8d2c;;;
39795;tc6h;;;
39797;4c3s;;;
39799;askh;;;
39800;3cqd;;;
39802;qskh;3sjh9c;3c;
39803;9ckd;;;
39804;4sah;5d9ctc;9d;
39806;5s3d;7cqctd;7s;ad
39807;8cts;3sjh7d;;
39810;td2s;;;
39812;8sth;;;
39814;7s2c;;;
39816;qs8c;;;
39819;jh7d;;;
39820;qdth;8c7s8s;9h;8d
39822;2cjd;;;
39824;thts;5ckh9h;ks;qh
39826;7h2c;;;
39827;qs8c;;;
39829;tc8h;;;
39830;5hac;2dqhjs;;
39832;9s5h;;;
39833;3d9c;;;
39834;3c6h;;;
39835;8dts;;;
39836;3h2d;;;
39837;3s7c;;;
39838;7djc;;;
39839;3h3c;;;
39841;3skc;astc7h;;
39842;jc6h;;;
39844;5c8d;;;
39847;7h3d;;;
39850;8stc;9d9c7c;2c;
39852;9c5h;;;
39854;ah4c;5dtd2d;;
39857;jd8h;5c7s9s;;
39858;3d6c;;;
39861;kh5d;jd5s5c;6h;9c
39862;2h9s;;;
39864;3cqd;;;
39866;qd2s;;;
39867;7dtc;;;
39870;8s3d;;;
39874;7s3c;;;
39877;tdkc;;;
39878;3d8s;;;
39880;5djh;6d7cad;;
39881;7sah;;;
39882;2hkc;;;
39883;8d7c;;;
39884;3d3h;;;
39885;6c8d;7c3h4h;5s;6s
39889;jd2h;8h7sqc;2s;3s
39893;5d8c;;;
39894;tc6s;2cadjs;td;3d
39895;5s7c;8h6c3c;;
39896;qd6c;;;
39897;3sqc;7s9sjh;;
39898;8h2d;;;
39899;tdqs;;;
39900;kh7s;;;
39901;5h6s;6d5c3s;7s;6c
39902;td4c;th7c2h;qc;3h
39905;7sqc;qs2hqd;2d;
39910;ah8s;tc6djs;;
39912;4h2d;;;
39913;9c6h;9d9skc;;
39914;kc9d;4sasjh;9c;6h
39915;adkh;;;
39916;4d3h;7cahqc;ts;4c
39918;3d9c;;;
39919;kh9d;;;
39920;3cts;;;
39922;6sah;5s8h8c;jc;5c
39923;ac4h;;;
39924;7h3s;;;
39926;2h3s;;;
39927;3s7h;;;
39928;3dkc;6das7h;kh;js
39929;kcqd;9d8c5c;9c;2c
39930;qd5h;jc7c7d;9d;8h
39932;5c7h;qd6djd;;
39933;3dqh;;;
39934;jskh;2sas6c;qh;2h
39936;7h5c;jc8djh;5s;qs
39938;ksqh;;;
39941;4s2d;;;
39942;7h5s;9d2c6c;ah;
39944;qhks;;;
39946;tc9s;ks6cqh;;
39947;2c6s;;;
39948;8hkd;5h7htc;;
39949;acqs;jh6cad;kd;2s
39950;acts;6cjdqh;;
39951;ad3s;8d3d7h;;
39954;8s7d;jstc2s;5c;2c
39956;ts6h;2c7sqd;8c;
39958;5s5c;qdadjs;6d;9s
39961;jd9s;;;
39963;7s2c;;;
39966;6s8c;3cqdjd;9c;kd
39967;7c3d;;;
39970;jc6d;5d7h3d;;
39973;9s3h;;;
39974;7cts;4hqh4d;;
39975;ahjd;;;
39976;6had;qc9s2h;qh;th
39978;ac9s;7hadqc;;
39980;2dts;jsjh2h;9s;7h
39981;tc4s;;;
39984;7skc;th3d8h;6s;qc
39985;5d8s;;;
39987;ks9d;3s9sqc;9h;2c
39990;2s3h;;;
39992;5c6s;3h9d7d;2s;4s
39993;3s5h;;;
39994;jc5s;3cahjd;3d;8h
39996;kh8d;3sqhqd;qc;
40001;qd3h;;;
40002;tdts;qh9ckd;qc;ah
40003;7h7c;;;
40004;5dqh;jc7dkc;4c;7c
40007;7dkh;;;
40009;8skc;2d7c8d;;
40010;7s5d;9c3d2c;7c;7d
40012;9d2h;;;
40013;kc5h;;;
40014;2c5h;;;
40016;5h5s;8c7h4c;jc;5d
40019;qcas;;;
40030;2sad;4c2hjd;;
40033;6h3c;;;
40035;4c7h;;;
40036;qdah;qcadkc;4c;7h
40037;tc4d;;;
40039;8h2d;;;
40040;3d7c;;;
40041;th3c;;;
40042;6c5d;qd9hkd;;
40043;kh7c;;;
40044;kc4h;as5h9s;tc;3h
40047;ahas;qhthad;;
40048;6std;3dqs4h;jd;
40050;jdqc;8d5c2s;;
40051;kckh;;;
40052;kdkc;7h8cqh;2d;8s
40054;2dqs;;;
40056;qh9d;td7hqs;jc;8d
40058;3d9h;;;
40059;7c5s;;;
40060;9h7d;9cjcjd;;
40061;6d4h;;;
40062;jcqs;6s6dtc;;
40064;kdjc;3c4sks;3h;ah
40066;7hkd;ac7cqd;6h;9s
40068;kcqs;6d5s4c;;
40069;5d6c;;;
40072;5d9s;2d6h9c;;
40074;ks2h;kd5htc;;
40076;qh4s;jd8hac;qc;
40078;4htc;;;
40080;jh3d;qhqdts;;
40082;2h2s;qs7s9d;9c;6d
40086;4sad;8cjctc;;
40087;kcah;;;
40089;6s5c;;;
40091;th3d;;;
40092;td9s;kh8c3s;;
40094;2c3h;;;
40096;6h3d;kc8s3h;4s;4h
40097;2dkc;;;
40100;9s3c;6d7c5s;td;qc
40102;kh4d;6s3c2h;ts;
40103;6ctd;;;
40106;2hac;ad7cjc;6d;3s
40107;7h8c;;;
40110;as3h;kd4htc;;
40112;jdqc;9h2das;;
40113;3s7h;;;
40114;8dqs;2s6h6s;;
40116;6d5c;4hthqd;js;5d
40119;8h9c;7skd8s;2s;ts
40120;kc4d;8s9d7c;3s;
40121;7c3s;;;
40122;khqc;jdtc3c;2c;js
40123;9had;;;
40124;5h5s;9c9std;2h;kc
40128;6dks;2hac6c;9h;tc
40131;3h9c;;;
40132;2sad;2hksqd;js;5c
40133;7h6s;jc5h8s;8h;7s
40135;6dks;kh2h3c;4h;
40136;7c9s;2cjs5d;9c;
40137;3s2d;;;
40138;3h4d;5s8sac;2s;7s
40139;8s3d;;;
40142;ad5h;4h3d7c;6h;2s
40143;qs8c;;;
40146;9sth;tsahkh;9d;9h
40147;5cts;;;
40148;thac;3sah8d;5h;ad
40149;qhas;;;
40150;qsth;ackcjd;;
40151;7h6s;;;
40152;3h2d;;;
40153;6c7s;;;
40154;2d2c;3d6s6h;;
40157;2s5c;;;
40158;kd7c;6h5d2c;3d;tc
40162;jd5s;;;
40163;3d7c;;;
40166;asah;kc3s7s;4c;
40167;2sjc;;;
40168;9c6d;tdahjd;tc;7h
40169;tstd;;;
40170;9c3d;;;
40171;9sad;jd7h6h;;
40172;7h6d;2cqc7s;3h;6s
40175;7h4d;5has2h;8c;4c
40176;td6c;tsjdac;;
40177;3h4c;;;
40178;ac2d;;;
40179;6hkc;;;
40180;qc3h;6htc8d;js;3d
40182;7c6d;3stsks;8c;
40184;tcks;8s9dah;qs;2d
40185;4s3c;;;
40186;3cas;8d2c4d;kd;qs
40190;ks6d;kh5h9s;7s;
40191;6h2s;;;
40192;qcjd;3sqd8c;;
40193;7s8d;qstsjs;ks;6h
40194;5h7s;9c9s6c;;
40198;5hqd;qc6c8d;2c;9h
40200;5cjd;2h3sad;;
40201;9sjh;;;
40204;7dac;;;
40206;6c8d;;;
40208;9d5s;8hqh6h;8s;2c
40210;9d4c;;;
40212;8d2s;;;
40214;qd5s;;;
40215;kcjd;;;
40216;8h2s;;;
40218;3c3h;7c8d6s;4c;
40221;8djs;;;
40223;ah9c;;;
40224;9d3s;;;
40226;3cjd;;;
40227;tc6d;;;
40230;jdqc;4d9c6s;;
40234;9ckh;qc6c2h;;
40236;9d2h;;;
40238;9cah;6hjstd;qc;qh
40242;6h9d;;;
40244;3d3s;9d7d9h;;
40248;8c5d;;;
40250;4hkc;jdts9s;;
40251;jd8s;;;
40252;askh;7dthtd;js;jc
40253;9hac;;;
40254;5hqs;4djd4h;;
40256;3c4d;;;
40260;tc2s;;;
40262;tdqh;4s9c6d;;
40264;kc2s;ts5s9h;;
40265;9skd;;;
40266;asjd;ah2dqs;kd;
40268;4cts;6h8dkc;2d;7d
40270;7cjs;;;
40272;7sjc;8d7h3h;5s;
40274;qs4c;;;
40276;2d6h;;;
40279;ac3d;;;
40284;jh4s;9c3c5s;ad;qh
40286;5d5c;kstc3c;6d;
40287;8s6d;;;
40288;8ctd;qc8dqs;6s;
40289;ahjc;;;
40290;8sjd;;;
40291;9d6h;;;
40292;tc8d;7s9c8h;8c;qh
40295;qs9c;;;
40296;kskh;acjc8s;7s;qd
40302;8h3s;;;
40304;9cjh;5c2h9h;ad;qc
40306;kc2s;kh8h7d;;
40308;kc5s;7cth9s;;
40310;9s7c;jsks5c;;
40311;qh9s;;;
40314;9d8h;jd7hth;5d;
40315;kc5s;;;
40317;6cqd;4djs6d;5h;jc
40322;2h8s;;;
40323;tstc;;;
40326;ts9h;5s8d2d;;
