id;Pocket;Table;Turn;River;proba_win_preflop;proba_draw_preflop;best_hand_flop;checker_flop;proba_win_flop;proba_draw_flop;best_hand_turn;checker_turn;proba_win_turn;proba_draw_turn;best_hand_river;checker_river;proba_win_river;proba_draw_river
21413;ac5h;4h7s5d;kc;8s;0.56173;0.03883;ONE_PAIR;0.5;0.5978;0.0307;ONE_PAIR;0.5;0.48645147123407995;0.012648221343873518;ONE_PAIR;0.5;0.4575757575757576;0.006060606060606061
21428;ad2s;6h6skd;;;0.53107;0.03806;ONE_PAIR;1.0;0.51485;0.07835;;;;;;;;
21429;asjh;qs5c9c;;;0.62487;0.02161;HIGH_CARD;0.0;0.50025;0.01405;;;;;;;;
21435;jhks;ts4h2s;qs;3c;0.59176;0.0222;HIGH_CARD;0.0;0.48545;0.0109;HIGH_CARD;0.0;0.4634826526130874;0.011067193675889328;HIGH_CARD;0.0;0.25252525252525254;0.00909090909090909
21437;qcqs;;;;0.79656;0.00605;;;;;;;;;;;;
21457;7hks;kcqh6c;9c;9h;0.53452;0.03617;ONE_PAIR;0.5;0.78365;0.02605;ONE_PAIR;0.5;0.36075977162933687;0.030434782608695653;TWO_PAIR;0.75;0.7555555555555555;0.06868686868686869
21460;7sth;;;;0.45731;0.04209;;;;;;;;;;;;
21471;5d7c;th4d6c;qd;ad;0.37764;0.05668;HIGH_CARD;1.0;0.42485;0.03075;HIGH_CARD;1.0;0.3667764602547211;0.024242424242424242;HIGH_CARD;1.0;0.03939393939393939;0.031313131313131314
21482;ac4s;8dah6c;jc;ts;0.54863;0.03991;ONE_PAIR;0.5;0.8142;0.03005;ONE_PAIR;0.5;0.8403381642512078;0.0336846728151076;ONE_PAIR;0.5;0.796969696969697;0.03838383838383838
21486;8s7h;;;;0.42852;0.04625;;;;;;;;;;;;
21488;6d9c;7s5c3s;tc;;0.42278;0.04736;HIGH_CARD;0.0;0.4148;0.04015;HIGH_CARD;1.0;0.36023276240667546;0.021234079929732103;;;;
21491;2dqs;5d8cqh;js;7c;0.45082;0.0441;ONE_PAIR;0.5;0.7735;0.02465;ONE_PAIR;0.5;0.438054457619675;0.0386034255599473;ONE_PAIR;0.5;0.7848484848484848;0.030303030303030304
21492;jc6h;;;;0.4571;0.04219;;;;;;;;;;;;
21496;6skc;;;;0.52321;0.03931;;;;;;;;;;;;
21500;4s5h;qhth2h;;;0.35238;0.06277;HIGH_CARD;1.0;0.362;0.03125;;;;;;;;
21511;8das;jskdtc;3h;6c;0.58204;0.03054;HIGH_CARD;0.0;0.48815;0.07255;HIGH_CARD;0.0;0.3144707949055775;0.05533596837944664;HIGH_CARD;0.0;0.3474747474747475;0.00909090909090909
21512;qsjc;jdtcqd;ks;2c;0.57106;0.02507;TWO_PAIR;0.5;0.7482;0.04325;TWO_PAIR;0.5;0.4883179622310057;0.16444883618796663;TWO_PAIR;0.5;0.6272727272727273;0.00404040404040404
21517;kd9s;6s2sah;as;qh;0.5643;0.02861;HIGH_CARD;1.0;0.486;0.02345;ONE_PAIR;1.0;0.5041501976284585;0.019982433025911288;ONE_PAIR;1.0;0.4585858585858586;0.00909090909090909
21518;5dks;kh3d2s;7d;3h;0.51356;0.04111;ONE_PAIR;0.5;0.8263;0.01495;ONE_PAIR;0.5;0.7889108476064998;0.008256477821695214;TWO_PAIR;0.75;0.8161616161616162;0.028282828282828285
21520;kd5s;4d3d2c;4c;;0.51356;0.04111;HIGH_CARD;0.0;0.52235;0.05535;ONE_PAIR;1.0;0.45566534914361;0.03941589811155029;;;;
21521;8djs;qdtdts;7c;qc;0.49639;0.03554;ONE_PAIR;1.0;0.45805;0.092;ONE_PAIR;1.0;0.26534914361001316;0.062472551602986384;TWO_PAIR;1.0;0.43636363636363634;0.09090909090909091
21522;ac5d;kh2sas;kc;4d;0.56173;0.03883;ONE_PAIR;0.5;0.8033;0.032;TWO_PAIR;0.75;0.40197628458498025;0.06260430390865174;TWO_PAIR;0.75;0.8303030303030303;0.006060606060606061
21531;as5d;qc3cjc;6h;td;0.56173;0.03883;HIGH_CARD;0.0;0.35065;0.06465;HIGH_CARD;0.0;0.32788757136583224;0.02751427316644708;HIGH_CARD;0.0;0.2636363636363636;0.030303030303030304
21533;5sad;9sah6h;ac;kd;0.56173;0.03883;ONE_PAIR;0.5;0.7952;0.0322;THREE_OF_A_KIND;0.6666666666666666;0.7861001317523056;0.021102327624066754;THREE_OF_A_KIND;0.6666666666666666;0.9464646464646465;0.023232323232323233
21534;5c5s;7d2s8h;js;;0.59774;0.01314;ONE_PAIR;0.0;0.58085;0.00335;ONE_PAIR;0.0;0.5729468599033817;0.005841018884497146;;;;
21536;4s7h;3djs9s;;;0.35503;0.05579;HIGH_CARD;1.0;0.214;0.04045;;;;;;;;
21541;jcjd;5dqd5c;7s;9d;0.77102;0.00643;TWO_PAIR;0.5;0.73925;0.0053;TWO_PAIR;0.5;0.56477821695213;0.000966183574879227;TWO_PAIR;0.5;0.7171717171717171;0.00101010101010101
21542;4cts;;;;0.41051;0.04979;;;;;;;;;;;;
21551;ac5d;7c6c5h;8c;as;0.56173;0.03883;ONE_PAIR;0.5;0.5205;0.0411;ONE_PAIR;0.5;0.39189723320158104;0.10937637241985068;TWO_PAIR;0.5;0.6181818181818182;0.00404040404040404
21553;4s3c;2hah2d;5h;ks;0.32032;0.06072;ONE_PAIR;1.0;0.2629;0.15215;STRAIGHT;0.6;0.8596837944664032;0.018664909969257796;STRAIGHT;0.6;0.9181818181818182;0.00808080808080808
21565;qs8c;td6sks;7h;;0.5183;0.03288;HIGH_CARD;1.0;0.4374;0.0356;HIGH_CARD;1.0;0.2646245059288538;0.02593324549846289;;;;
21571;7c7h;8c6cjd;5d;6d;0.65656;0.00993;ONE_PAIR;0.0;0.6288;0.0042;ONE_PAIR;0.0;0.6818840579710145;0.015019762845849802;TWO_PAIR;0.5;0.5878787878787879;0.00101010101010101
21574;7ckd;3h3s5c;ks;4h;0.53452;0.03617;ONE_PAIR;1.0;0.4542;0.05625;TWO_PAIR;0.75;0.7286780851998244;0.03407992973210364;TWO_PAIR;0.75;0.7878787878787878;0.006060606060606061
21576;as7c;4c5s6h;kc;6c;0.5723;0.03395;HIGH_CARD;0.0;0.5505;0.06075;HIGH_CARD;0.0;0.4379446640316206;0.02766798418972332;ONE_PAIR;1.0;0.38585858585858585;0.00909090909090909
21577;adqs;;;;0.63294;0.01905;;;;;;;;;;;;
21586;7djh;;;;0.47449;0.03944;;;;;;;;;;;;
21590;kcth;5sadqc;8c;2c;0.58609;0.02459;HIGH_CARD;1.0;0.5609;0.03125;HIGH_CARD;1.0;0.3814009661835749;0.019762845849802372;HIGH_CARD;1.0;0.3393939393939394;0.00909090909090909
21595;8d2h;;;;0.34095;0.05507;;;;;;;;;;;;
21597;tstc;;;;0.74578;0.00733;;;;;;;;;;;;
21600;7cqh;7s2hjh;3h;;0.49951;0.03656;ONE_PAIR;0.5;0.7188;0.0088;ONE_PAIR;0.5;0.7367808519982433;0.010276679841897233;;;;
21608;jd3c;;;;0.42897;0.04584;;;;;;;;;;;;
21614;5hac;kh6d9d;8h;;0.56173;0.03883;HIGH_CARD;0.0;0.4173;0.04275;HIGH_CARD;0.0;0.2937856829161177;0.04940711462450593;;;;
21615;6c5s;js5d2c;qd;tc;0.37139;0.05899;ONE_PAIR;0.5;0.63865;0.02985;ONE_PAIR;0.5;0.6838164251207729;0.03539745278875714;ONE_PAIR;0.5;0.4818181818181818;0.046464646464646465
21622;jh6c;4sqcad;8h;2s;0.4571;0.04219;HIGH_CARD;1.0;0.3531;0.05395;HIGH_CARD;1.0;0.31310935441370225;0.04321475625823452;HIGH_CARD;1.0;0.23030303030303031;0.00909090909090909
21626;ah4c;6d4sas;ac;7h;0.54863;0.03991;TWO_PAIR;0.5;0.8712;0.01055;FULL_HOUSE;0.6;0.9696091348265261;0.006455862977602108;FULL_HOUSE;0.6;0.9919191919191919;0.00202020202020202
21640;7s6h;jc4d5d;;;0.39942;0.05255;HIGH_CARD;1.0;0.4282;0.01945;;;;;;;;
21641;4s4c;2d8s3h;6c;3c;0.56327;0.01481;ONE_PAIR;0.0;0.6348;0.00315;ONE_PAIR;0.0;0.6978700043917435;0.007817303469477382;TWO_PAIR;0.5;0.6121212121212121;0.00101010101010101
21646;8das;qd2dtc;5s;6s;0.58204;0.03054;HIGH_CARD;0.0;0.4808;0.03205;HIGH_CARD;0.0;0.360122968818621;0.016490996925779534;HIGH_CARD;0.0;0.33535353535353535;0.00909090909090909
21648;7d4c;thad9c;;;0.35503;0.05579;HIGH_CARD;1.0;0.17275;0.1109;;;;;;;;
21652;jc3d;4c5d4h;;;0.42897;0.04584;ONE_PAIR;1.0;0.32095;0.06975;;;;;;;;
21654;6cas;kdqs6s;4d;ah;0.55684;0.0364;ONE_PAIR;0.5;0.66865;0.0106;ONE_PAIR;0.5;0.7231005709266579;0.005599472990777339;TWO_PAIR;0.5;0.9565656565656566;0.00404040404040404
21656;kcjs;as8d9s;9c;qs;0.59176;0.0222;HIGH_CARD;1.0;0.50485;0.0206;ONE_PAIR;1.0;0.5571146245059289;0.08001756697408871;ONE_PAIR;1.0;0.39090909090909093;0.08686868686868687
21659;9h9s;kdtc2s;6c;4s;0.7162;0.00774;ONE_PAIR;0.0;0.6615;0.0021;ONE_PAIR;0.0;0.7052261747913922;0.000966183574879227;ONE_PAIR;0.0;0.6767676767676768;0.00101010101010101
21664;kh8s;2d6s6h;6c;3d;0.54423;0.03138;ONE_PAIR;1.0;0.4682;0.05015;THREE_OF_A_KIND;1.0;0.16851119894598154;0.11067193675889328;THREE_OF_A_KIND;1.0;0.4444444444444444;0.00909090909090909
21665;4hjd;jc6h8c;ac;;0.43764;0.04646;ONE_PAIR;0.5;0.7309;0.0308;ONE_PAIR;0.5;0.5530742204655248;0.04079929732103645;;;;
21671;kc8h;7dks4c;ah;3s;0.54423;0.03138;ONE_PAIR;0.5;0.833;0.0125;ONE_PAIR;0.5;0.6860562143170839;0.017259552042160738;ONE_PAIR;0.5;0.7434343434343434;0.006060606060606061
21675;astc;5c7c7d;9c;3s;0.61422;0.02274;ONE_PAIR;1.0;0.55675;0.03825;ONE_PAIR;1.0;0.5655687307861221;0.0191699604743083;ONE_PAIR;1.0;0.4171717171717172;0.00909090909090909
21679;7d5h;8h3c8s;jc;jh;0.37764;0.05668;ONE_PAIR;1.0;0.244;0.0601;ONE_PAIR;1.0;0.33454106280193235;0.05562143170838823;TWO_PAIR;1.0;0.15151515151515152;0.05757575757575758
21687;4s4d;;;;0.56327;0.01481;;;;;;;;;;;;
21690;6c5h;ks7cac;kd;5s;0.37139;0.05899;HIGH_CARD;1.0;0.20455;0.08535;ONE_PAIR;1.0;0.25970575318401407;0.13743961352657005;TWO_PAIR;0.75;0.5676767676767677;0.0707070707070707
21693;jhkd;3skhqc;9d;2d;0.59176;0.0222;ONE_PAIR;0.5;0.85115;0.02125;ONE_PAIR;0.5;0.7409969257795345;0.0233201581027668;ONE_PAIR;0.5;0.8757575757575757;0.006060606060606061
21697;jsjh;;;;0.77102;0.00643;;;;;;;;;;;;
21703;6d4c;qdth3s;ac;ah;0.35086;0.06;HIGH_CARD;1.0;0.18115;0.0472;HIGH_CARD;1.0;0.20900307422046552;0.048748353096179184;ONE_PAIR;1.0;0.04040404040404041;0.03333333333333333
21710;js7d;;;;0.47449;0.03944;;;;;;;;;;;;
21715;3cah;8skctd;;;0.53799;0.03989;HIGH_CARD;0.0;0.4179;0.0516;;;;;;;;
21718;7sah;4s2cks;5h;ad;0.5723;0.03395;HIGH_CARD;0.0;0.4821;0.0207;HIGH_CARD;0.0;0.41128678085199827;0.01802810715854194;ONE_PAIR;0.5;0.6898989898989899;0.006060606060606061
21720;tcth;;;;0.74578;0.00733;;;;;;;;;;;;
21722;qcqs;2c8sjh;;;0.79656;0.00605;ONE_PAIR;0.0;0.8377;0.0021;;;;;;;;
21729;tsad;;;;0.61422;0.02274;;;;;;;;;;;;
21734;th6s;2h9h3d;td;4h;0.44002;0.04407;HIGH_CARD;0.0;0.3019;0.01645;ONE_PAIR;0.5;0.7405797101449275;0.0113965744400527;ONE_PAIR;0.5;0.7666666666666667;0.006060606060606061
21739;5d5s;jd8dtc;4d;;0.59774;0.01314;ONE_PAIR;0.0;0.44655;0.0317;ONE_PAIR;0.0;0.6038866930171278;0.0007685551163812034;;;;
21741;9d8c;4c5djs;6h;2s;0.46138;0.04017;HIGH_CARD;1.0;0.28505;0.018;HIGH_CARD;1.0;0.32156346069389546;0.0116600790513834;HIGH_CARD;1.0;0.012121212121212121;0.00909090909090909
21742;ah8c;;;;0.58204;0.03054;;;;;;;;;;;;
21750;kd8c;td2cks;5d;3d;0.54423;0.03138;ONE_PAIR;0.5;0.8215;0.02145;ONE_PAIR;0.5;0.6406675450153712;0.012011418533157663;ONE_PAIR;0.5;0.796969696969697;0.006060606060606061
21757;5s4d;;;;0.35238;0.06277;;;;;;;;;;;;
21760;7sad;;;;0.5723;0.03395;;;;;;;;;;;;
21761;7d7s;jsts4h;4c;kh;0.65656;0.00993;ONE_PAIR;0.0;0.60595;0.00195;TWO_PAIR;0.5;0.6818181818181818;0.000966183574879227;TWO_PAIR;0.5;0.509090909090909;0.00101010101010101
21773;7h9c;9sth9d;5d;;0.44268;0.0454;THREE_OF_A_KIND;0.6666666666666666;0.908;0.0268;THREE_OF_A_KIND;0.6666666666666666;0.8346947738252086;0.016403162055335967;;;;
21776;7c4h;6hkc3c;9s;;0.35503;0.05579;HIGH_CARD;1.0;0.32785;0.02625;HIGH_CARD;1.0;0.3099472990777339;0.025559947299077734;;;;
21802;thtc;;;;0.74578;0.00733;;;;;;;;;;;;
21807;khjd;8hasjh;5s;th;0.59176;0.0222;ONE_PAIR;0.5;0.77615;0.01945;ONE_PAIR;0.5;0.31067193675889326;0.026570048309178744;ONE_PAIR;0.5;0.7282828282828283;0.006060606060606061
21808;2h3c;;;;0.29254;0.06104;;;;;;;;;;;;
21809;9cqd;;;;0.54033;0.02957;;;;;;;;;;;;
21815;qh9d;qc6sqs;kd;3c;0.54033;0.02957;THREE_OF_A_KIND;0.6666666666666666;0.93055;0.011;THREE_OF_A_KIND;0.6666666666666666;0.9537988581466842;0.015349143610013175;THREE_OF_A_KIND;0.6666666666666666;0.9666666666666667;0.0030303030303030303
21818;5had;4cjc5d;qc;ah;0.56173;0.03883;ONE_PAIR;0.5;0.6444;0.0082;ONE_PAIR;0.5;0.6082125603864734;0.004238032498902064;TWO_PAIR;0.5;0.897979797979798;0.0030303030303030303
21819;jh5s;8h8d7s;th;qd;0.44919;0.04622;ONE_PAIR;1.0;0.3286;0.07535;ONE_PAIR;1.0;0.3743302591128678;0.055006587615283264;ONE_PAIR;1.0;0.20606060606060606;0.05757575757575758
21820;9s4h;;;;0.37985;0.05171;;;;;;;;;;;;
21822;8s7h;ad7c5s;kc;5c;0.42852;0.04625;ONE_PAIR;0.5;0.67095;0.0282;ONE_PAIR;0.5;0.7005270092226614;0.03610013175230566;TWO_PAIR;0.75;0.5373737373737374;0.0707070707070707
21823;6cad;8d3h6d;5s;kc;0.55684;0.0364;ONE_PAIR;0.5;0.6888;0.00715;ONE_PAIR;0.5;0.6061923583662714;0.006258234519104084;ONE_PAIR;0.5;0.6323232323232323;0.006060606060606061
21832;3d5h;kcaskh;8s;2h;0.33192;0.06308;ONE_PAIR;1.0;0.1487;0.17785;ONE_PAIR;1.0;0.22582345191040842;0.18100570926657883;ONE_PAIR;1.0;0.012121212121212121;0.021212121212121213
21838;4sjh;jd8cjs;5c;5d;0.43764;0.04646;THREE_OF_A_KIND;0.6666666666666666;0.9244;0.01895;THREE_OF_A_KIND;0.6666666666666666;0.8322573561703996;0.016820377689942906;FULL_HOUSE;0.8;0.9545454545454546;0.04141414141414142
21841;6cqs;4has7d;6s;td;0.49003;0.04084;HIGH_CARD;1.0;0.38315;0.0394;ONE_PAIR;0.5;0.4362099253403601;0.02263943785682916;ONE_PAIR;0.5;0.5363636363636364;0.006060606060606061
21842;7djh;ts7h8c;as;kd;0.47449;0.03944;ONE_PAIR;0.5;0.6439;0.03655;ONE_PAIR;0.5;0.585419411506368;0.02345191040843215;ONE_PAIR;0.5;0.4626262626262626;0.006060606060606061
21848;5ckh;5d8h7c;;;0.51356;0.04111;ONE_PAIR;0.5;0.5311;0.03275;;;;;;;;
21853;8sth;3sjs2s;4d;3c;0.48008;0.03745;HIGH_CARD;1.0;0.4865;0.01495;HIGH_CARD;1.0;0.3878787878787879;0.006982872200263505;ONE_PAIR;1.0;0.15757575757575756;0.00909090909090909
21856;khas;;;;0.64394;0.01751;;;;;;;;;;;;
21858;kh3d;kdqsjd;js;3s;0.49516;0.04164;ONE_PAIR;0.5;0.7053;0.0638;TWO_PAIR;0.75;0.6521080368906456;0.06469038208168643;TWO_PAIR;0.75;0.7515151515151515;0.06060606060606061
21864;7c7h;adksac;th;3d;0.65656;0.00993;TWO_PAIR;0.5;0.5776;0.0595;TWO_PAIR;0.5;0.7320597277119016;0.07988581466842336;TWO_PAIR;0.5;0.6282828282828283;0.00101010101010101
21876;4c8s;;;;0.36885;0.05388;;;;;;;;;;;;
21887;qcqh;;;;0.79656;0.00605;;;;;;;;;;;;
21890;7c8h;8d7h6d;6h;as;0.42852;0.04625;TWO_PAIR;0.5;0.72935;0.04;TWO_PAIR;0.5;0.5163812033377251;0.007378129117259552;TWO_PAIR;0.5;0.703030303030303;0.00404040404040404
21892;9h5s;qc7sqh;;;0.40203;0.05004;ONE_PAIR;1.0;0.28065;0.0741;;;;;;;;
21898;3hqc;8s3djh;5c;tc;0.46215;0.04405;ONE_PAIR;0.5;0.5937;0.0121;ONE_PAIR;0.5;0.6128897672375934;0.005797101449275362;ONE_PAIR;0.5;0.44242424242424244;0.006060606060606061
21900;ah5s;6s2s2c;;;0.56173;0.03883;ONE_PAIR;1.0;0.51215;0.0539;;;;;;;;
21902;ts5c;2dqckh;7h;9h;0.41836;0.04657;HIGH_CARD;1.0;0.31075;0.0587;HIGH_CARD;1.0;0.19571805006587614;0.037000439174352216;HIGH_CARD;1.0;0.13535353535353536;0.04141414141414142
21904;ac2d;6h5c9c;;;0.53107;0.03806;HIGH_CARD;0.0;0.40805;0.0424;;;;;;;;
21906;9cth;3s9sas;ac;2h;0.49491;0.03341;ONE_PAIR;0.5;0.5851;0.049;TWO_PAIR;0.75;0.5134167764602547;0.029029424681598595;TWO_PAIR;0.75;0.7929292929292929;0.006060606060606061
21908;7sqd;9h2skc;;;0.49951;0.03656;HIGH_CARD;1.0;0.3936;0.03715;;;;;;;;
21910;kc3d;2c8d5c;4d;ah;0.49516;0.04164;HIGH_CARD;0.0;0.3849;0.0239;HIGH_CARD;0.0;0.38798858146684234;0.028216952129995608;STRAIGHT;0.8;0.8535353535353535;0.11818181818181818
21913;qdqh;;;;0.79656;0.00605;;;;;;;;;;;;
21918;asqc;ts8h7d;;;0.63294;0.01905;HIGH_CARD;0.0;0.4629;0.0242;;;;;;;;
21920;qd9c;kd2c3h;2s;kc;0.54033;0.02957;HIGH_CARD;1.0;0.4169;0.0202;ONE_PAIR;1.0;0.48093983311374616;0.0774703557312253;TWO_PAIR;1.0;0.42424242424242425;0.09393939393939393
21926;4d4c;9d8h4s;ks;9c;0.56327;0.01481;THREE_OF_A_KIND;0.3333333333333333;0.93115;0.00025;THREE_OF_A_KIND;0.3333333333333333;0.9029205094422486;0.005401844532279315;FULL_HOUSE;0.6;0.9787878787878788;0.0
21928;9s9d;qd6sjh;8h;7s;0.7162;0.00774;ONE_PAIR;0.0;0.66545;0.0035;ONE_PAIR;0.0;0.7377689942907334;0.012077294685990338;ONE_PAIR;0.0;0.6606060606060606;0.00101010101010101
21930;9d9s;5h6c2h;9h;jh;0.7162;0.00774;ONE_PAIR;0.0;0.69575;0.0142;THREE_OF_A_KIND;0.3333333333333333;0.7150856389986825;0.0018664909969257795;THREE_OF_A_KIND;0.3333333333333333;0.6151515151515151;0.0
21938;7htd;ts9h9s;kc;9d;0.45731;0.04209;TWO_PAIR;0.75;0.6934;0.0502;TWO_PAIR;0.75;0.5485068072024594;0.06477821695213;FULL_HOUSE;0.8;0.7303030303030303;0.07878787878787878
21942;7cas;kdjd6h;3h;5h;0.5723;0.03395;HIGH_CARD;0.0;0.44785;0.0336;HIGH_CARD;0.0;0.27683355292050943;0.01857707509881423;HIGH_CARD;0.0;0.2898989898989899;0.00808080808080808
21943;6s7h;5d3hjc;;;0.39942;0.05255;HIGH_CARD;1.0;0.34275;0.01875;;;;;;;;
21944;3c9d;;;;0.37593;0.05245;;;;;;;;;;;;
21946;2h2d;5c8d6s;jd;9d;0.49489;0.01891;ONE_PAIR;0.0;0.3827;0.0287;ONE_PAIR;0.0;0.40928853754940714;0.0017786561264822134;ONE_PAIR;0.0;0.2606060606060606;0.00101010101010101
21950;2h7s;5h4dkd;;;0.31711;0.05853;HIGH_CARD;1.0;0.17425;0.02515;;;;;;;;
21952;2sah;8cjc7s;;;0.53107;0.03806;HIGH_CARD;0.0;0.3656;0.05185;;;;;;;;
21954;3hjd;tdqskh;2c;;0.42897;0.04584;HIGH_CARD;1.0;0.47115;0.0972;HIGH_CARD;1.0;0.31277997364953886;0.06060606060606061;;;;
21957;js9d;5s4d9h;;;0.51579;0.03234;ONE_PAIR;0.5;0.75665;0.0118;;;;;;;;
21962;9d4s;qh4cqs;6h;ac;0.37985;0.05171;TWO_PAIR;0.75;0.6292;0.0516;TWO_PAIR;0.75;0.7011198945981555;0.03513394817742644;TWO_PAIR;0.75;0.5616161616161616;0.0707070707070707
21966;kh3d;5h3s6s;2c;4c;0.49516;0.04164;ONE_PAIR;0.5;0.491;0.034;ONE_PAIR;0.5;0.4705972771190162;0.07650417215634607;STRAIGHT;1.0;0.0;0.8282828282828283
21975;th9s;9d9hjs;8d;2h;0.49491;0.03341;THREE_OF_A_KIND;0.6666666666666666;0.92965;0.02605;THREE_OF_A_KIND;0.6666666666666666;0.8214097496706192;0.0318620992534036;THREE_OF_A_KIND;0.6666666666666666;0.9424242424242424;0.0030303030303030303
21978;7c7s;3djs2s;;;0.65656;0.00993;ONE_PAIR;0.0;0.6756;0.0008;;;;;;;;
21989;ahqs;8d5h3s;;;0.63294;0.01905;HIGH_CARD;0.0;0.5125;0.01225;;;;;;;;
21994;8sqc;qsjh6h;9h;3h;0.5183;0.03288;ONE_PAIR;0.5;0.778;0.0221;ONE_PAIR;0.5;0.48948177426438294;0.027909530083443126;ONE_PAIR;0.5;0.5252525252525253;0.00202020202020202
22001;3s3d;jd6c4d;;;0.52864;0.01776;ONE_PAIR;0.0;0.4903;0.0059;;;;;;;;
22005;9dkh;7c7s2c;ah;6s;0.5643;0.02861;ONE_PAIR;1.0;0.4646;0.04645;ONE_PAIR;1.0;0.35990338164251207;0.08941589811155029;ONE_PAIR;1.0;0.4727272727272727;0.00909090909090909
22015;5h7c;4hkh8h;9d;3c;0.37764;0.05668;HIGH_CARD;1.0;0.448;0.02725;HIGH_CARD;1.0;0.392512077294686;0.031181379007465964;HIGH_CARD;1.0;0.050505050505050504;0.00909090909090909
22017;5c3s;;;;0.33192;0.06308;;;;;;;;;;;;
22018;tckd;ad7h2d;ah;ts;0.58609;0.02459;HIGH_CARD;1.0;0.50405;0.02265;ONE_PAIR;1.0;0.3811155028546333;0.03397013614404919;TWO_PAIR;0.75;0.8838383838383839;0.006060606060606061
22023;js2d;jctdks;4h;th;0.42303;0.04556;ONE_PAIR;0.5;0.62725;0.068;ONE_PAIR;0.5;0.6066095740008783;0.039745278875713656;TWO_PAIR;0.75;0.6626262626262627;0.06868686868686869
22035;jc6s;qcjd8c;kh;2d;0.4571;0.04219;ONE_PAIR;0.5;0.67545;0.04585;ONE_PAIR;0.5;0.2831137461572244;0.045037329819938514;ONE_PAIR;0.5;0.6191919191919192;0.03838383838383838
22041;7h8c;jsqhas;tc;;0.42852;0.04625;HIGH_CARD;1.0;0.19245;0.1276;HIGH_CARD;1.0;0.18722002635046114;0.22635046113306984;;;;
22043;7cth;ts6sqd;jc;8h;0.45731;0.04209;ONE_PAIR;0.5;0.67105;0.02405;ONE_PAIR;0.5;0.2976723759332455;0.030500658761528326;ONE_PAIR;0.5;0.4898989898989899;0.03838383838383838
22045;9h6c;6h7h3s;tc;;0.42278;0.04736;ONE_PAIR;0.5;0.63255;0.0257;ONE_PAIR;0.5;0.6790074659639878;0.02015810276679842;;;;
22048;kc6d;kd4hks;8c;5h;0.52321;0.03931;THREE_OF_A_KIND;0.6666666666666666;0.94585;0.0152;THREE_OF_A_KIND;0.6666666666666666;0.8747913921826965;0.02391304347826087;THREE_OF_A_KIND;0.6666666666666666;0.9424242424242424;0.0030303030303030303
22053;qd3s;6hkc9h;7h;;0.46215;0.04405;HIGH_CARD;1.0;0.3375;0.0449;HIGH_CARD;1.0;0.22968818620992534;0.03267457180500659;;;;
22067;8djc;8s8c2h;ts;7d;0.49639;0.03554;THREE_OF_A_KIND;0.6666666666666666;0.9532;0.011;THREE_OF_A_KIND;0.6666666666666666;0.9504830917874396;0.007971014492753623;THREE_OF_A_KIND;0.6666666666666666;0.9383838383838384;0.0030303030303030303
22073;9sjc;askd7c;;;0.51579;0.03234;HIGH_CARD;1.0;0.4048;0.04845;;;;;;;;
22075;6d9h;9s6h5h;8d;;0.42278;0.04736;TWO_PAIR;0.5;0.8296;0.0178;TWO_PAIR;0.5;0.5847386912604304;0.0792709705753184;;;;
22076;ksad;;;;0.64394;0.01751;;;;;;;;;;;;
22082;jc4h;4s7s9c;kc;4d;0.43764;0.04646;ONE_PAIR;0.5;0.5672;0.01135;ONE_PAIR;0.5;0.6120333772507686;0.021365832235397453;THREE_OF_A_KIND;0.6666666666666666;0.9707070707070707;0.0030303030303030303
22084;qs4c;4h9d9s;3h;jh;0.4691;0.04268;TWO_PAIR;0.75;0.6552;0.04075;TWO_PAIR;0.75;0.81256038647343;0.024022837066315327;TWO_PAIR;0.75;0.6797979797979798;0.006060606060606061
22089;9h3d;6h8sts;kh;2s;0.37593;0.05245;HIGH_CARD;1.0;0.3005;0.05495;HIGH_CARD;1.0;0.35601668862538427;0.044246815985946424;HIGH_CARD;1.0;0.07878787878787878;0.030303030303030304
22101;6d5h;7hadas;;;0.37139;0.05899;ONE_PAIR;1.0;0.18965;0.09785;;;;;;;;
22107;askd;4c7h7c;ac;5h;0.64394;0.01751;ONE_PAIR;1.0;0.569;0.03165;TWO_PAIR;0.75;0.8046772068511199;0.010628019323671498;TWO_PAIR;0.75;0.8080808080808081;0.006060606060606061
22114;5sqd;6h8djd;jh;ad;0.47962;0.0431;HIGH_CARD;0.0;0.35225;0.0419;ONE_PAIR;1.0;0.3616161616161616;0.04931927975406236;ONE_PAIR;1.0;0.29393939393939394;0.05757575757575758
22117;6sah;6dad3c;8s;th;0.55684;0.0364;TWO_PAIR;0.5;0.90125;0.0049;TWO_PAIR;0.5;0.8662494510320597;0.007290294246815986;TWO_PAIR;0.5;0.9565656565656566;0.00404040404040404
22119;6c8s;7d4c5s;ad;9d;0.4071;0.05226;STRAIGHT;0.6;0.932;0.0416;STRAIGHT;0.6;0.9604084321475626;0.02277119016249451;STRAIGHT;0.6;0.9464646464646465;0.00808080808080808
22131;qdtc;qcqh3h;kh;9d;0.5631;0.02692;THREE_OF_A_KIND;0.6666666666666666;0.93265;0.0118;THREE_OF_A_KIND;0.6666666666666666;0.8823012736056214;0.012714097496706192;THREE_OF_A_KIND;0.6666666666666666;0.9141414141414141;0.0030303030303030303
22134;8s8c;qhjs6h;2s;kc;0.68896;0.00884;ONE_PAIR;0.0;0.6125;0.0026;ONE_PAIR;0.0;0.7048309178743961;0.0009881422924901185;ONE_PAIR;0.0;0.5696969696969697;0.00101010101010101
