id;Pocket;Table;Turn;River;proba_win_preflop;proba_draw_preflop;best_hand_flop;checker_flop;proba_win_flop;proba_draw_flop;best_hand_turn;checker_turn;proba_win_turn;proba_draw_turn;best_hand_river;checker_river;proba_win_river;proba_draw_river
13953;6c8c;qh3d8h;ad;9s;0.43807;0.0495;ONE_PAIR;0.5;0.6536;0.0282;ONE_PAIR;0.5;0.6116161616161616;0.03840579710144928;ONE_PAIR;0.5;0.5292929292929293;0.03838383838383838
13958;tcjc;ad9hqh;8h;;0.56226;0.02752;HIGH_CARD;1.0;0.56435;0.0366;STRAIGHT;0.6;0.8633728590250329;0.018664909969257796;;;;
13959;3s6s;7sasqd;ah;;0.36812;0.05679;HIGH_CARD;1.0;0.4401;0.06105;ONE_PAIR;1.0;0.31155028546332897;0.10917874396135266;;;;
13961;qs4s;ah4h8d;;;0.49723;0.04183;ONE_PAIR;0.5;0.5733;0.017;;;;;;;;
13969;9c4c;ts2hjs;;;0.41515;0.04917;HIGH_CARD;1.0;0.2509;0.0534;;;;;;;;
13977;8d7d;kc4h5c;4c;;0.458;0.04564;HIGH_CARD;1.0;0.3354;0.0207;ONE_PAIR;1.0;0.34855072463768116;0.062494510320597274;;;;
13979;qd2d;9cadjd;4h;qc;0.48038;0.04127;HIGH_CARD;1.0;0.5973;0.04025;HIGH_CARD;1.0;0.33328941589811156;0.03880105401844532;ONE_PAIR;0.5;0.7131313131313132;0.046464646464646465
13981;qc2c;8d8c6h;;;0.48038;0.04127;ONE_PAIR;1.0;0.3752;0.0646;;;;;;;;
13987;kd8d;td6cjd;6s;6d;0.56939;0.03055;HIGH_CARD;0.0;0.62325;0.0206;ONE_PAIR;1.0;0.31080368906455863;0.05513833992094862;FLUSH;0.6;0.6484848484848484;0.0
13989;4h3h;5hjd5d;;;0.35767;0.05771;ONE_PAIR;1.0;0.19345;0.1311;;;;;;;;
13991;jc7c;3hadtd;4d;;0.50431;0.03672;HIGH_CARD;1.0;0.32345;0.04035;HIGH_CARD;1.0;0.2656126482213439;0.013724198506807202;;;;
13997;5h4h;9c7dah;;;0.38439;0.05845;HIGH_CARD;1.0;0.1954;0.0744;;;;;;;;
14000;3c7c;;;;0.37348;0.05459;;;;;;;;;;;;
14008;qsks;7dkc6d;ah;5h;0.62156;0.01934;ONE_PAIR;0.5;0.80185;0.008;ONE_PAIR;0.5;0.7234299516908212;0.014426877470355731;ONE_PAIR;0.5;0.7595959595959596;0.006060606060606061
14012;8hkh;;;;0.56939;0.03055;;;;;;;;;;;;
14016;as9s;;;;0.61517;0.02571;;;;;;;;;;;;
14017;js2s;as2htd;ks;qs;0.45067;0.04313;ONE_PAIR;0.5;0.5846;0.02125;ONE_PAIR;0.5;0.7481115502854633;0.025362318840579712;FLUSH;0.6;1.0;0.0
14019;ts6s;8cqs7h;3h;;0.46624;0.04296;HIGH_CARD;1.0;0.41225;0.03975;HIGH_CARD;1.0;0.3438954765041722;0.030017566974088715;;;;
14027;th7h;7cjd4d;qc;4c;0.48267;0.0397;ONE_PAIR;0.5;0.65845;0.01935;ONE_PAIR;0.5;0.731379007465964;0.024967061923583663;TWO_PAIR;0.75;0.5373737373737374;0.05454545454545454
14030;ad6d;5s9djd;5h;2s;0.58129;0.03502;HIGH_CARD;0.0;0.64225;0.0243;ONE_PAIR;1.0;0.6146903820816865;0.05355731225296443;ONE_PAIR;1.0;0.42424242424242425;0.05757575757575758
14033;7d3d;4cqc6c;8s;7h;0.37348;0.05459;HIGH_CARD;1.0;0.23105;0.05295;HIGH_CARD;1.0;0.2693675889328063;0.022573561703996485;ONE_PAIR;0.5;0.45151515151515154;0.012121212121212121
14037;ts4s;jd7s4d;kd;4h;0.43895;0.04606;ONE_PAIR;0.5;0.5808;0.0185;ONE_PAIR;0.5;0.5766578831796223;0.028612209046991657;THREE_OF_A_KIND;0.6666666666666666;0.901010101010101;0.02727272727272727
14043;qd9d;ts3cah;as;js;0.56259;0.02856;HIGH_CARD;1.0;0.4206;0.0338;ONE_PAIR;1.0;0.4963987703118138;0.039503732981993854;ONE_PAIR;1.0;0.29393939393939394;0.07474747474747474
14061;2ckc;6cahqs;2s;ad;0.5117;0.03808;HIGH_CARD;1.0;0.447;0.05195;ONE_PAIR;0.5;0.6541721563460694;0.014229249011857707;TWO_PAIR;0.75;0.6141414141414141;0.006060606060606061
14075;6sqs;ah9h5h;5d;;0.51465;0.03879;HIGH_CARD;1.0;0.29235;0.06445;ONE_PAIR;1.0;0.4676548089591568;0.09541062801932366;;;;
14087;qs3s;kc8s7d;ad;9s;0.48736;0.04138;HIGH_CARD;1.0;0.3633;0.045;HIGH_CARD;1.0;0.3802591128678085;0.052525252525252523;HIGH_CARD;1.0;0.26666666666666666;0.05757575757575758
14088;ts9s;;;;0.52327;0.03144;;;;;;;;;;;;
14091;3s7s;td8d5c;3d;;0.37348;0.05459;HIGH_CARD;1.0;0.1807;0.04085;ONE_PAIR;0.5;0.5460913482652613;0.02189284145805885;;;;
14108;tc2c;7c5h2s;7h;9c;0.42612;0.04666;ONE_PAIR;0.5;0.5613;0.0124;TWO_PAIR;0.75;0.3156126482213439;0.035024154589371984;TWO_PAIR;0.75;0.5656565656565656;0.006060606060606061
14113;5sqs;3c3d5h;;;0.50507;0.03984;TWO_PAIR;0.75;0.6639;0.0319;;;;;;;;
14125;qd9d;jctdkd;;;0.56259;0.02856;STRAIGHT;0.6;0.91085;0.0482;;;;;;;;
14126;ks9s;9h3c3s;3h;;0.58646;0.02646;TWO_PAIR;0.75;0.7811;0.02205;FULL_HOUSE;0.8;0.8033157663592446;0.08166447079490557;;;;
14135;td4d;kd8hjd;kh;5c;0.43895;0.04606;HIGH_CARD;1.0;0.54835;0.0434;ONE_PAIR;1.0;0.45900307422046555;0.06725955204216073;ONE_PAIR;1.0;0.2222222222222222;0.05757575757575758
14146;6d3d;;;;0.36812;0.05679;;;;;;;;;;;;
14181;ahqh;ts6d6c;2h;;0.65299;0.01794;ONE_PAIR;1.0;0.5894;0.0338;ONE_PAIR;1.0;0.30564339042599914;0.021936758893280634;;;;
14205;qh9h;3c9c4h;;;0.56259;0.02856;ONE_PAIR;0.5;0.7635;0.00865;;;;;;;;
14207;5ckc;jcac2d;;;0.53834;0.03914;HIGH_CARD;1.0;0.65165;0.03125;;;;;;;;
14210;7c2c;adkctd;9c;;0.35655;0.05384;HIGH_CARD;1.0;0.1777;0.12975;HIGH_CARD;1.0;0.3894158981115503;0.13014931927975407;;;;
14217;6d4d;2sth4s;qs;7s;0.38592;0.05597;ONE_PAIR;0.5;0.59465;0.02725;ONE_PAIR;0.5;0.571036451471234;0.03157663592446201;ONE_PAIR;0.5;0.30606060606060603;0.01616161616161616
14220;7cac;2cqs5c;8s;7s;0.59406;0.03158;HIGH_CARD;0.0;0.66815;0.0143;HIGH_CARD;0.0;0.4338603425559947;0.012714097496706192;ONE_PAIR;0.5;0.6121212121212121;0.006060606060606061
14225;ksas;6skdth;8c;;0.66158;0.01626;ONE_PAIR;0.5;0.87145;0.00755;ONE_PAIR;0.5;0.31054018445322795;0.012055335968379446;;;;
14233;8c4c;5c9djc;7s;2d;0.39993;0.05062;HIGH_CARD;1.0;0.4901;0.0328;HIGH_CARD;1.0;0.5258893280632411;0.033816425120772944;HIGH_CARD;1.0;0.04040404040404041;0.021212121212121213
14238;4d2d;3sqd5h;;;0.33937;0.05801;HIGH_CARD;1.0;0.41765;0.02045;;;;;;;;
14243;qc3c;;;;0.48736;0.04138;;;;;;;;;;;;
14254;8s3s;;;;0.38394;0.0524;;;;;;;;;;;;
14258;8ckc;4dqs3d;7c;tc;0.56939;0.03055;HIGH_CARD;0.0;0.39345;0.0182;HIGH_CARD;0.0;0.35059288537549405;0.00849802371541502;HIGH_CARD;0.0;0.24242424242424243;0.00909090909090909
14260;3s9s;;;;0.40966;0.04831;;;;;;;;;;;;
14272;3c5c;qhjdtc;kd;7c;0.36672;0.05776;HIGH_CARD;1.0;0.1409;0.14125;HIGH_CARD;1.0;0.06403162055335969;0.2787220026350461;HIGH_CARD;1.0;0.0;0.1303030303030303
14276;9h3h;;;;0.40966;0.04831;;;;;;;;;;;;
14278;4s6s;2stskc;;;0.38592;0.05597;HIGH_CARD;1.0;0.4514;0.0323;;;;;;;;
14279;4hth;;;;0.43895;0.04606;;;;;;;;;;;;
14282;5h2h;;;;0.34956;0.05859;;;;;;;;;;;;
14292;thkh;7h2sac;as;;0.60594;0.02449;HIGH_CARD;1.0;0.52065;0.021;ONE_PAIR;1.0;0.3843434343434343;0.034036012296881864;;;;
14294;tdad;9hac5s;;;0.6354;0.02202;ONE_PAIR;0.5;0.8507;0.01005;;;;;;;;
14322;4dad;ac2dkd;5h;7h;0.57278;0.03839;ONE_PAIR;0.5;0.89605;0.02275;ONE_PAIR;0.5;0.8000219587176108;0.027294685990338165;ONE_PAIR;0.5;0.8333333333333334;0.014141414141414142
14328;4sas;jd7sjc;3c;;0.57278;0.03839;ONE_PAIR;1.0;0.5406;0.05945;ONE_PAIR;1.0;0.3224857268335529;0.04984628897672376;;;;
14339;4hkh;;;;0.5325;0.03947;;;;;;;;;;;;
14345;7hah;4dks7s;qh;2c;0.59406;0.03158;ONE_PAIR;0.5;0.697;0.00675;ONE_PAIR;0.5;0.7580808080808081;0.005797101449275362;ONE_PAIR;0.5;0.6868686868686869;0.006060606060606061
14359;8cqc;2s5h8s;6h;5d;0.5448;0.03173;ONE_PAIR;0.5;0.7252;0.00845;ONE_PAIR;0.5;0.665195432586737;0.00663153271848924;TWO_PAIR;0.75;0.794949494949495;0.006060606060606061
14360;5sqs;khasqh;4d;8s;0.50507;0.03984;ONE_PAIR;0.5;0.63195;0.06165;ONE_PAIR;0.5;0.548792270531401;0.03891084760649978;ONE_PAIR;0.5;0.6414141414141414;0.03838383838383838
14365;2h5h;3hqdqs;2s;6d;0.34956;0.05859;ONE_PAIR;1.0;0.2154;0.05465;TWO_PAIR;0.75;0.589877031181379;0.03717610891523935;TWO_PAIR;0.75;0.5373737373737374;0.014141414141414142
14367;kh9h;;;;0.58646;0.02646;;;;;;;;;;;;
14374;qsas;8c5h8h;ts;8s;0.65299;0.01794;ONE_PAIR;1.0;0.5562;0.0346;ONE_PAIR;1.0;0.5220465524813351;0.021563460693895475;THREE_OF_A_KIND;1.0;0.6343434343434343;0.00909090909090909
14377;2cac;qc5c4h;;;0.55423;0.03725;HIGH_CARD;0.0;0.68175;0.0186;;;;;;;;
14391;jc6c;jh4dth;4h;ts;0.48864;0.04139;ONE_PAIR;0.5;0.7287;0.02525;TWO_PAIR;0.75;0.6316205533596838;0.04541062801932367;TWO_PAIR;0.75;0.7090909090909091;0.006060606060606061
14392;3c2c;6stsjh;;;0.3326;0.05755;HIGH_CARD;1.0;0.11805;0.0604;;;;;;;;
14395;as6s;;;;0.58129;0.03502;;;;;;;;;;;;
14398;5c6c;3dtd8d;;;0.40347;0.05645;HIGH_CARD;1.0;0.14855;0.0575;;;;;;;;
14402;4hjh;4s2s2c;ks;;0.47125;0.04391;TWO_PAIR;0.75;0.622;0.03165;TWO_PAIR;0.75;0.5698067632850241;0.05239350021958718;;;;
14406;jcac;as5ckc;2s;8c;0.64361;0.01974;ONE_PAIR;0.5;0.91325;0.01565;ONE_PAIR;0.5;0.8112209046991655;0.013350900307422047;FLUSH;0.6;1.0;0.0
14418;2c5c;js2hah;;;0.34956;0.05859;ONE_PAIR;0.5;0.51275;0.0445;;;;;;;;
14419;3h7h;;;;0.37348;0.05459;;;;;;;;;;;;
14421;jhkh;;;;0.61318;0.02155;;;;;;;;;;;;
14422;tsks;2d3s7d;8h;;0.60594;0.02449;HIGH_CARD;0.0;0.45075;0.00905;HIGH_CARD;0.0;0.34446640316205535;0.016403162055335967;;;;
14438;asts;9d3skh;3h;8c;0.6354;0.02202;HIGH_CARD;0.0;0.53545;0.01495;ONE_PAIR;1.0;0.5134606938954765;0.043236714975845414;ONE_PAIR;1.0;0.48484848484848486;0.00909090909090909
14448;3s2s;4c8cjc;;;0.3326;0.05755;HIGH_CARD;1.0;0.1008;0.0497;;;;;;;;
14463;3dkd;;;;0.5213;0.0388;;;;;;;;;;;;
14466;kh8h;5d2h2d;qh;;0.56939;0.03055;ONE_PAIR;1.0;0.46655;0.0464;ONE_PAIR;1.0;0.503645147123408;0.04007465963987703;;;;
14468;tc3c;3dah4h;5c;8h;0.43302;0.04569;ONE_PAIR;0.5;0.50145;0.03305;ONE_PAIR;0.5;0.3893939393939394;0.08498023715415019;ONE_PAIR;0.5;0.3;0.005050505050505051
14470;7s8s;;;;0.458;0.04564;;;;;;;;;;;;
14485;8c6c;7sjh4d;;;0.43807;0.0495;HIGH_CARD;1.0;0.3453;0.0323;;;;;;;;
14487;6d2d;;;;0.34868;0.05721;;;;;;;;;;;;
14493;5h8h;;;;0.41887;0.0509;;;;;;;;;;;;
14498;9hqh;khth6h;qc;6d;0.56259;0.02856;FLUSH;0.6;0.96945;0.0;FLUSH;0.6;0.9891304347826086;0.0;FLUSH;0.6;0.9686868686868687;0.0
14502;2h5h;2cth4h;jc;9c;0.34956;0.05859;ONE_PAIR;0.5;0.6989;0.01965;ONE_PAIR;0.5;0.515173473869126;0.03194993412384717;ONE_PAIR;0.5;0.3505050505050505;0.03838383838383838
14506;qsas;3djc4h;;;0.65299;0.01794;HIGH_CARD;0.0;0.5234;0.01085;;;;;;;;
14513;qs2s;;;;0.48038;0.04127;;;;;;;;;;;;
14517;kh5h;;;;0.53834;0.03914;;;;;;;;;;;;
14524;3s6s;tcac6d;jh;5d;0.36812;0.05679;ONE_PAIR;0.5;0.5472;0.042;ONE_PAIR;0.5;0.6032718489240229;0.04666227492314449;ONE_PAIR;0.5;0.5171717171717172;0.046464646464646465
14531;khth;;;;0.60594;0.02449;;;;;;;;;;;;
14535;3h2h;;;;0.3326;0.05755;;;;;;;;;;;;
14536;8c9c;thtskd;;;0.48748;0.03821;ONE_PAIR;1.0;0.31185;0.12575;;;;;;;;
14543;3c8c;ks9c7c;9d;;0.38394;0.0524;HIGH_CARD;1.0;0.48775;0.0374;ONE_PAIR;1.0;0.3664690382081686;0.07444005270092227;;;;
14545;2s9s;;;;0.39997;0.04797;;;;;;;;;;;;
14546;7hjh;kcts6s;qh;3d;0.50431;0.03672;HIGH_CARD;1.0;0.338;0.0358;HIGH_CARD;1.0;0.3312472551602986;0.05054896794027229;HIGH_CARD;1.0;0.2585858585858586;0.00909090909090909
14554;9djd;;;;0.54085;0.03161;;;;;;;;;;;;
14555;tc2c;2dth8c;2s;;0.42612;0.04666;TWO_PAIR;0.5;0.88045;0.0111;FULL_HOUSE;0.6;0.971058410188845;0.003689064558629776;;;;
14561;ac7c;;;;0.59406;0.03158;;;;;;;;;;;;
14562;8h4h;kc5skh;;;0.39993;0.05062;ONE_PAIR;1.0;0.2756;0.0628;;;;;;;;
14586;2h8h;8ckcjc;8s;th;0.37613;0.05124;ONE_PAIR;0.5;0.4788;0.07275;THREE_OF_A_KIND;0.6666666666666666;0.8651075977162934;0.026416337285902505;THREE_OF_A_KIND;0.6666666666666666;0.8555555555555555;0.02727272727272727
14590;kc2c;;;;0.5117;0.03808;;;;;;;;;;;;
14591;4h3h;qh3das;4c;3s;0.35767;0.05771;ONE_PAIR;0.5;0.56445;0.04475;TWO_PAIR;0.5;0.8594202898550725;0.01282389108476065;FULL_HOUSE;0.6;0.9848484848484849;0.00202020202020202
14598;qc4c;8s4sjs;;;0.49723;0.04183;ONE_PAIR;0.5;0.4764;0.0407;;;;;;;;
14600;4sjs;;;;0.47125;0.04391;;;;;;;;;;;;
14603;7d5d;2hjd2d;;;0.41112;0.05347;ONE_PAIR;1.0;0.43675;0.09025;;;;;;;;
14604;3h7h;6d7dth;8s;qc;0.37348;0.05459;ONE_PAIR;0.5;0.6006;0.0382;ONE_PAIR;0.5;0.4831137461572244;0.0938076416337286;ONE_PAIR;0.5;0.402020202020202;0.030303030303030304
14609;thjh;;;;0.56226;0.02752;;;;;;;;;;;;
14612;ah7h;6hjc4d;2c;;0.59406;0.03158;HIGH_CARD;0.0;0.50435;0.0209;HIGH_CARD;0.0;0.2961352657004831;0.016205533596837945;;;;
14613;tc9c;;;;0.52327;0.03144;;;;;;;;;;;;
14634;2h8h;;;;0.37613;0.05124;;;;;;;;;;;;
14645;as5s;;;;0.58301;0.0364;;;;;;;;;;;;
14647;8h2h;;;;0.37613;0.05124;;;;;;;;;;;;
14649;qs6s;7h6d6h;5s;5h;0.51465;0.03879;THREE_OF_A_KIND;0.6666666666666666;0.8789;0.01285;THREE_OF_A_KIND;0.6666666666666666;0.8389547650417216;0.007971014492753623;FULL_HOUSE;0.8;0.9484848484848485;0.04141414141414142
14653;kd8d;;;;0.56939;0.03055;;;;;;;;;;;;
14654;qhjh;ks3c6h;td;9s;0.58833;0.02402;HIGH_CARD;1.0;0.4731;0.01745;HIGH_CARD;1.0;0.3593544137022398;0.008695652173913044;STRAIGHT;0.6;0.990909090909091;0.00909090909090909
14658;7hkh;qh6s5c;tc;;0.55929;0.03367;HIGH_CARD;0.0;0.44995;0.02435;HIGH_CARD;0.0;0.23794466403162054;0.01629336846728151;;;;
14660;qs8s;4djs6s;3c;ts;0.5448;0.03173;HIGH_CARD;0.0;0.6001;0.01265;HIGH_CARD;0.0;0.4673913043478261;0.00691699604743083;FLUSH;0.6;0.9868686868686869;0.0
14667;3h5h;4stcts;ks;3c;0.36672;0.05776;ONE_PAIR;1.0;0.18395;0.0573;ONE_PAIR;1.0;0.15819060166886253;0.05882740447957839;TWO_PAIR;0.75;0.5191919191919192;0.05454545454545454
14670;qs7s;jh9d6d;;;0.52589;0.03561;HIGH_CARD;0.0;0.3493;0.0316;;;;;;;;
14678;jc5c;2dthad;;;0.48132;0.04354;HIGH_CARD;1.0;0.31725;0.0447;;;;;;;;
14683;qhkh;kcjd4c;;;0.62156;0.01934;ONE_PAIR;0.5;0.83405;0.0108;;;;;;;;
14685;9h8h;;;;0.48748;0.03821;;;;;;;;;;;;
14686;5dkd;jdasad;4h;6s;0.53834;0.03914;ONE_PAIR;1.0;0.6898;0.0496;ONE_PAIR;1.0;0.5718050065876152;0.04734299516908213;ONE_PAIR;1.0;0.42424242424242425;0.03333333333333333
14687;tsqs;;;;0.57973;0.02676;;;;;;;;;;;;
14689;6s5s;;;;0.40347;0.05645;;;;;;;;;;;;
14695;9cac;as9hjd;ks;;0.61517;0.02571;TWO_PAIR;0.5;0.9074;0.0111;TWO_PAIR;0.5;0.8164690382081686;0.013219148001756697;;;;
14698;9c4c;8c3c2d;8s;as;0.41515;0.04917;HIGH_CARD;0.0;0.50435;0.0132;ONE_PAIR;1.0;0.42856829161176985;0.012889767237593325;ONE_PAIR;1.0;0.07272727272727272;0.00909090909090909
14706;ad8d;asjhkh;2d;2h;0.60463;0.0286;ONE_PAIR;0.5;0.76125;0.0529;ONE_PAIR;0.5;0.7145366710584102;0.03192797540623628;TWO_PAIR;0.75;0.7707070707070707;0.06161616161616162
14707;2d3d;;;;0.3326;0.05755;;;;;;;;;;;;
14709;as7s;;;;0.59406;0.03158;;;;;;;;;;;;
14719;tdkd;;;;0.60594;0.02449;;;;;;;;;;;;
14727;7s2s;;;;0.35655;0.05384;;;;;;;;;;;;
14731;ad7d;;;;0.59406;0.03158;;;;;;;;;;;;
14743;jh3h;ah9c7d;9s;;0.45993;0.04333;HIGH_CARD;1.0;0.3214;0.05025;ONE_PAIR;1.0;0.3642292490118577;0.10368906455862978;;;;
14748;2c5c;jh4h8s;2h;3s;0.34956;0.05859;HIGH_CARD;1.0;0.1576;0.03145;ONE_PAIR;0.5;0.4025691699604743;0.024879227053140097;ONE_PAIR;0.5;0.37373737373737376;0.006060606060606061
14759;qd4d;3s9d8s;;;0.49723;0.04183;HIGH_CARD;0.0;0.3378;0.0296;;;;;;;;
14767;6s5s;6cqs7h;;;0.40347;0.05645;ONE_PAIR;0.5;0.5983;0.0368;;;;;;;;
14768;6dtd;;;;0.46624;0.04296;;;;;;;;;;;;
14770;6dqd;;;;0.51465;0.03879;;;;;;;;;;;;
14778;7s4s;3d2c7h;9h;7d;0.39191;0.05432;ONE_PAIR;0.5;0.71635;0.018;ONE_PAIR;0.5;0.7008344312692139;0.00935441370223979;THREE_OF_A_KIND;0.6666666666666666;0.9464646464646465;0.0030303030303030303
14784;5sjs;;;;0.48132;0.04354;;;;;;;;;;;;
14789;jc5c;adjd4d;2h;9c;0.48132;0.04354;ONE_PAIR;0.5;0.58175;0.0582;ONE_PAIR;0.5;0.6608695652173913;0.021958717610891524;ONE_PAIR;0.5;0.6919191919191919;0.006060606060606061
14795;5c8c;7d5dtd;6d;8h;0.41887;0.0509;ONE_PAIR;0.5;0.4711;0.05365;ONE_PAIR;0.5;0.37705314009661833;0.16130873956960914;TWO_PAIR;0.5;0.3939393939393939;0.00202020202020202
14813;ad5d;4h8djh;;;0.58301;0.0364;HIGH_CARD;0.0;0.45925;0.03475;;;;;;;;
14817;acjc;6h5sqd;;;0.64361;0.01974;HIGH_CARD;0.0;0.4941;0.0136;;;;;;;;
14821;th9h;;;;0.52327;0.03144;;;;;;;;;;;;
14823;6s5s;jh7cqs;;;0.40347;0.05645;HIGH_CARD;1.0;0.2126;0.0798;;;;;;;;
14825;8h6h;jhtckd;2h;ts;0.43807;0.0495;HIGH_CARD;1.0;0.2253;0.1264;HIGH_CARD;1.0;0.3618796662274923;0.051229688186209925;ONE_PAIR;1.0;0.14545454545454545;0.05757575757575758
14845;kcjc;ks6d7d;;;0.61318;0.02155;ONE_PAIR;0.5;0.7944;0.0093;;;;;;;;
14846;8s3s;;;;0.38394;0.0524;;;;;;;;;;;;
14851;9d4d;5c3dkd;2c;7d;0.41515;0.04917;HIGH_CARD;1.0;0.50575;0.0215;HIGH_CARD;1.0;0.40700483091787437;0.02738252086078173;FLUSH;0.6;0.9777777777777777;0.0
14852;2sas;adackc;7s;;0.55423;0.03725;THREE_OF_A_KIND;0.6666666666666666;0.91375;0.0249;THREE_OF_A_KIND;0.6666666666666666;0.9338823012736056;0.022859025032938077;;;;
14867;kh3h;9sjd3d;2c;;0.5213;0.0388;ONE_PAIR;0.5;0.5661;0.01115;ONE_PAIR;0.5;0.6410628019323672;0.006829161176987264;;;;
14887;9cjc;7c3d9h;;;0.54085;0.03161;ONE_PAIR;0.5;0.78295;0.01045;;;;;;;;
14888;th7h;;;;0.48267;0.0397;;;;;;;;;;;;
14894;jh3h;6s6djd;5d;qc;0.45993;0.04333;TWO_PAIR;0.75;0.7246;0.05005;TWO_PAIR;0.75;0.49635485287659203;0.04321475625823452;TWO_PAIR;0.75;0.6585858585858586;0.06060606060606061
14901;4d3d;9hkc6d;;;0.35767;0.05771;HIGH_CARD;1.0;0.17895;0.05975;;;;;;;;
14913;6s5s;;;;0.40347;0.05645;;;;;;;;;;;;
14933;2d4d;kd3sad;;;0.33937;0.05801;HIGH_CARD;1.0;0.5105;0.03135;;;;;;;;
14939;ackc;3h6has;;;0.66158;0.01626;ONE_PAIR;0.5;0.8511;0.005;;;;;;;;
14943;7s9s;6sad2d;7c;;0.46978;0.04351;HIGH_CARD;1.0;0.3035;0.0203;ONE_PAIR;0.5;0.7333552920509442;0.014251207729468598;;;;
14944;kctc;9c5dth;5h;;0.60594;0.02449;ONE_PAIR;0.5;0.8103;0.0101;TWO_PAIR;0.75;0.6842995169082126;0.01798418972332016;;;;
14959;6sts;8s8c2h;ah;;0.46624;0.04296;ONE_PAIR;1.0;0.33415;0.0564;ONE_PAIR;1.0;0.20456741326306543;0.09053579270970576;;;;
14963;qc4c;;;;0.49723;0.04183;;;;;;;;;;;;
14965;ah3h;3c7c6s;qd;;0.5626;0.03774;ONE_PAIR;0.5;0.52695;0.0208;ONE_PAIR;0.5;0.6348484848484849;0.005797101449275362;;;;
14969;7c5c;;;;0.41112;0.05347;;;;;;;;;;;;
14986;5s7s;7hah5h;3d;jd;0.41112;0.05347;TWO_PAIR;0.5;0.69495;0.0433;TWO_PAIR;0.5;0.7810935441370224;0.005314009661835749;TWO_PAIR;0.5;0.8585858585858586;0.00404040404040404
15007;6c4c;5has5c;;;0.38592;0.05597;ONE_PAIR;1.0;0.21495;0.1579;;;;;;;;
15009;tckc;th2cad;;;0.60594;0.02449;ONE_PAIR;0.5;0.7773;0.0176;;;;;;;;
15015;8d9d;3h2djs;;;0.48748;0.03821;HIGH_CARD;1.0;0.31435;0.0162;;;;;;;;
15017;3c7c;th5h8s;6d;;0.37348;0.05459;HIGH_CARD;1.0;0.17715;0.0405;HIGH_CARD;1.0;0.3393939393939394;0.03840579710144928;;;;
15021;8dkd;;;;0.56939;0.03055;;;;;;;;;;;;
15051;jdkd;9dqdts;4s;;0.61318;0.02155;STRAIGHT;0.6;0.94395;0.0311;STRAIGHT;0.6;0.961155028546333;0.021014492753623187;;;;
15063;ks7s;7c3c2d;kd;;0.55929;0.03367;ONE_PAIR;0.5;0.73685;0.00765;TWO_PAIR;0.5;0.9208168642951252;0.003864734299516908;;;;
15069;6ctc;7dqd4s;;;0.46624;0.04296;HIGH_CARD;1.0;0.2845;0.03355;;;;;;;;
15081;tc7c;adqd2s;;;0.48267;0.0397;HIGH_CARD;1.0;0.29455;0.05325;;;;;;;;
15085;8h6h;tc7h3h;;;0.43807;0.0495;HIGH_CARD;1.0;0.56555;0.0201;;;;;;;;
15087;3c5c;5dah7h;qh;ad;0.36672;0.05776;ONE_PAIR;0.5;0.53735;0.03465;ONE_PAIR;0.5;0.541699604743083;0.03210364514712341;TWO_PAIR;0.75;0.5282828282828282;0.05454545454545454
15088;adjd;jc4sts;tc;;0.64361;0.01974;ONE_PAIR;0.5;0.80275;0.0071;TWO_PAIR;0.75;0.6670838823012736;0.01082564778216952;;;;
15091;2c6c;4dqcks;3h;2h;0.34868;0.05721;HIGH_CARD;1.0;0.1999;0.0516;HIGH_CARD;1.0;0.3198726394378568;0.010276679841897233;ONE_PAIR;0.5;0.40404040404040403;0.006060606060606061
15093;ac5c;9s3c9h;tc;jc;0.58301;0.0364;ONE_PAIR;1.0;0.5636;0.05275;ONE_PAIR;1.0;0.3393939393939394;0.04387351778656127;FLUSH;0.6;0.9717171717171718;0.0
15103;7s6s;;;;0.42945;0.05099;;;;;;;;;;;;
15109;2c6c;qs8d3d;;;0.34868;0.05721;HIGH_CARD;1.0;0.15245;0.0362;;;;;;;;
15110;kh7h;7dkd9s;;;0.55929;0.03367;TWO_PAIR;0.5;0.86175;0.01055;;;;;;;;
15112;khth;;;;0.60594;0.02449;;;;;;;;;;;;
15125;6d9d;2d5dqd;as;js;0.45196;0.04535;FLUSH;0.6;0.9195;0.0;FLUSH;0.6;0.9153052261747914;0.0003952569169960474;FLUSH;0.6;0.9777777777777777;0.0
15126;8c7c;;;;0.458;0.04564;;;;;;;;;;;;
15129;4hjh;6hacqc;ah;4s;0.47125;0.04391;HIGH_CARD;1.0;0.35695;0.0591;ONE_PAIR;1.0;0.445344751866491;0.0792709705753184;TWO_PAIR;0.75;0.5616161616161616;0.06262626262626263
15133;5c8c;;;;0.41887;0.0509;;;;;;;;;;;;
15174;7h3h;td5sts;;;0.37348;0.05459;ONE_PAIR;1.0;0.1939;0.06555;;;;;;;;
15176;8d3d;;;;0.38394;0.0524;;;;;;;;;;;;
15187;kdjd;;;;0.61318;0.02155;;;;;;;;;;;;
15188;3c5c;6c5h6h;7d;;0.36672;0.05776;TWO_PAIR;0.75;0.5766;0.05435;TWO_PAIR;0.75;0.6051163812033378;0.048945981554677206;;;;
15190;5h2h;ac5c6d;qd;;0.34956;0.05859;ONE_PAIR;0.5;0.53085;0.0351;ONE_PAIR;0.5;0.6022178304787;0.038537549407114624;;;;
